Date,Year,Month,Day,Address,State,County,City,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI
10/17/2020,2020,10,17,800 S San Marcial Street,Texas,El Paso,El Paso,0.026176,0.04,9,37,0.333333,0.5,20,6,0.463636,1.1,8,1,17.933332999999994,42.9,18,40
10/18/2020,2020,10,18,800 S San Marcial Street,Texas,El Paso,El Paso,0.025941,0.038,10,35,0.2125,0.5,0,6,-0.004545,0.5,21,0,10.385,36.8,21,34
10/19/2020,2020,10,19,800 S San Marcial Street,Texas,El Paso,El Paso,0.017636000000000002,0.03,9,28,0.395833,0.9,23,10,0.742105,2.7,23,3,21.235,47.1,19,44
10/20/2020,2020,10,20,800 S San Marcial Street,Texas,El Paso,El Paso,0.014059,0.036000000000000004,9,33,0.6,1.1,23,13,1.420833,4.2,23,6,28.141667,59.2,19,56
10/21/2020,2020,10,21,800 S San Marcial Street,Texas,El Paso,El Paso,0.016471,0.035,10,32,0.744444,1.2,0,14,1.471429,3.4,0,4,31.175,44.6,19,42
10/22/2020,2020,10,22,800 S San Marcial Street,Texas,El Paso,El Paso,0.024412,0.034,8,31,0.35,0.8,0,9,0.7125,1.5,4,1,17.2,31.9,4,29
10/23/2020,2020,10,23,800 S San Marcial Street,Texas,El Paso,El Paso,0.023588,0.03,8,28,0.2,0.2,0,2,0.470833,1.1,21,1,10.966667,21.9,6,20
10/24/2020,2020,10,24,800 S San Marcial Street,Texas,El Paso,El Paso,0.023882,0.035,9,32,0.220833,0.4,22,5,0.486957,0.9,9,0,14.154167,32.2,21,30
10/25/2020,2020,10,25,800 S San Marcial Street,Texas,El Paso,El Paso,0.026529,0.03,9,28,0.1625,0.4,0,5,0.1,0.9,7,0,5.304545,22.7,5,21
10/26/2020,2020,10,26,800 S San Marcial Street,Texas,El Paso,El Paso,0.016824000000000002,0.019,10,18,0.15294100000000002,0.2,6,2,0.0625,0.2,6,0,6.441667,12.4,6,11
10/27/2020,2020,10,27,800 S San Marcial Street,Texas,El Paso,El Paso,0.018412,0.023,10,21,0.120833,0.2,19,2,-0.077273,0,13,0,6.454167,19.6,19,18
10/28/2020,2020,10,28,800 S San Marcial Street,Texas,El Paso,El Paso,0.016235,0.031,11,29,0.195833,0.3,20,3,-0.008333,0.5,20,0,10.145833,35.6,20,33
10/29/2020,2020,10,29,800 S San Marcial Street,Texas,El Paso,El Paso,0.013294,0.026,9,24,0.295833,0.4,1,5,0.175,1.4,6,1,20.404167,33.2,18,31
10/30/2020,2020,10,30,800 S San Marcial Street,Texas,El Paso,El Paso,0.012882,0.027000000000000003,9,25,0.2375,0.6,21,7,0.221739,2.7,20,3,19.604545,36.2,20,34
10/31/2020,2020,10,31,800 S San Marcial Street,Texas,El Paso,El Paso,0.023706,0.03,10,28,0.445833,0.8,21,9,0.36087,2,21,3,22.891667,45.6,18,42
11/1/2020,2020,11,1,800 S San Marcial Street,Texas,El Paso,El Paso,0.033529,0.041,10,38,0.225,0.8,0,9,0.0625,0.3,17,0,6.836364,14.5,6,13
11/2/2020,2020,11,2,800 S San Marcial Street,Texas,El Paso,El Paso,0.021882,0.04,9,37,0.25416700000000003,0.4,22,5,0.154167,0.4,15,0,16.533333,35.1,19,33
11/3/2020,2020,11,3,800 S San Marcial Street,Texas,El Paso,El Paso,0.017941,0.039,9,36,0.354167,0.7,21,8,0.3875,1.8,19,1,27.1125,63.5,18,61
11/4/2020,2020,11,4,800 S San Marcial Street,Texas,El Paso,El Paso,0.019588,0.041,10,38,0.366667,0.7,0,8,0.2625,0.6,9,0,23.3875,43.5,19,41
11/5/2020,2020,11,5,800 S San Marcial Street,Texas,El Paso,El Paso,0.017471,0.028,9,26,0.291667,0.4,0,5,0.4,1.4,18,1,20.079167,40.8,22,38
11/6/2020,2020,11,6,800 S San Marcial Street,Texas,El Paso,El Paso,0.013588,0.031,8,29,0.325,0.4,18,5,0.430435,1.1,13,1,24.7625,38.5,20,36
11/7/2020,2020,11,7,800 S San Marcial Street,Texas,El Paso,El Paso,0.030647000000000008,0.034,9,31,0.258333,0.4,0,5,0.217391,0.8,1,0,11.795833,26.9,1,25
11/8/2020,2020,11,8,800 S San Marcial Street,Texas,El Paso,El Paso,0.026882,0.028,17,26,0.125,0.2,0,2,0.025,0.2,1,0,2.490909,5.9,6,5
11/9/2020,2020,11,9,800 S San Marcial Street,Texas,El Paso,El Paso,0.030941000000000007,0.034,12,31,0.1,0.1,0,1,0.025,0.2,2,0,4.688889,11.3,7,10
11/10/2020,2020,11,10,800 S San Marcial Street,Texas,El Paso,El Paso,0.015059,0.034,9,31,0.220833,0.5,22,6,0.241667,1.3,20,1,21.152632,48.4,19,45
11/11/2020,2020,11,11,800 S San Marcial Street,Texas,El Paso,El Paso,0.012294,0.028,10,26,0.358333,0.6,0,7,0.3875,1.8,19,1,28.633333,52.6,20,49
11/12/2020,2020,11,12,800 S San Marcial Street,Texas,El Paso,El Paso,0.017235,0.033,10,31,0.3625,0.6,0,7,0.354167,1.3,7,1,30.047619,47.6,0,44
11/13/2020,2020,11,13,800 S San Marcial Street,Texas,El Paso,El Paso,0.019588,0.033,9,31,0.2875,0.5,21,6,0.166667,0.7,20,0,22.879167,49.1,18,46
11/14/2020,2020,11,14,800 S San Marcial Street,Texas,El Paso,El Paso,0.035529000000000005,0.038,10,35,0.158333,0.4,0,5,0,0.2,0,0,8.283333,30.3,1,28
11/15/2020,2020,11,15,800 S San Marcial Street,Texas,El Paso,El Paso,0.016765000000000002,0.037000000000000005,9,34,0.291667,0.9,22,10,0.204348,2.7,20,3,18.4,57.1,20,54
11/16/2020,2020,11,16,800 S San Marcial Street,Texas,El Paso,El Paso,0.010824,0.024,9,22,0.495833,0.9,0,10,0.690476,3.5,20,4,28.145833000000003,59.7,18,56
11/17/2020,2020,11,17,800 S San Marcial Street,Texas,El Paso,El Paso,0.010647,0.024,8,22,0.283333,0.9,0,10,0.181818,0.9,17,0,29.1,46,17,43
11/18/2020,2020,11,18,800 S San Marcial Street,Texas,El Paso,El Paso,0.012294,0.024,8,22,0.370833,0.7,20,8,0.320833,1.7,19,1,29.270833000000003,57.9,17,54
11/19/2020,2020,11,19,800 S San Marcial Street,Texas,El Paso,El Paso,0.000333,0.001,15,1,0.533333,1.1,23,13,0.916667,4.4,19,6,30.7,53,19,50
11/20/2020,2020,11,20,800 S San Marcial Street,Texas,El Paso,El Paso,0.020941,0.033,9,31,0.6625,1.3,0,15,0.820833,4,6,6,32.258333,63.2,18,61
11/21/2020,2020,11,21,800 S San Marcial Street,Texas,El Paso,El Paso,0.022176,0.039,9,36,0.354167,0.6,0,7,0.147826,0.7,19,0,21.4375,45.2,19,42
11/22/2020,2020,11,22,800 S San Marcial Street,Texas,El Paso,El Paso,0.023588,0.037000000000000005,8,34,0.208333,0.5,0,6,0.195833,0.5,14,0,6.7,16.5,3,15
11/23/2020,2020,11,23,800 S San Marcial Street,Texas,El Paso,El Paso,0.019471,0.026,9,24,0.245833,0.4,19,5,0.17916700000000002,1.8,19,1,11.008333,31.9,18,29
11/24/2020,2020,11,24,800 S San Marcial Street,Texas,El Paso,El Paso,0.025111,0.042,10,39,0.154167,0.4,0,5,0.029167,0.2,9,0,7.538889,19.2,21,18
11/25/2020,2020,11,25,800 S San Marcial Street,Texas,El Paso,El Paso,0.017706,0.039,9,36,0.329167,0.7,20,8,0.429167,3.3,19,4,22.941667,54.3,19,51
11/26/2020,2020,11,26,800 S San Marcial Street,Texas,El Paso,El Paso,0.016,0.041,9,38,0.525,0.9,1,10,0.773913,2.9,1,3,27.0625,48.9,18,45
11/27/2020,2020,11,27,800 S San Marcial Street,Texas,El Paso,El Paso,0.019176,0.029,9,27,0.408333,0.9,0,10,0.466667,2.6,0,3,23.75,47.5,0,44
11/28/2020,2020,11,28,800 S San Marcial Street,Texas,El Paso,El Paso,0.024941,0.036000000000000004,10,33,0.225,0.3,0,3,0.026087,0.3,19,0,12.183333,35.5,19,33
11/29/2020,2020,11,29,800 S San Marcial Street,Texas,El Paso,El Paso,0.032412,0.036000000000000004,11,33,0.2125,0.3,0,3,0.016666999999999998,0.3,6,0,9.368182,26.7,6,25
11/30/2020,2020,11,30,800 S San Marcial Street,Texas,El Paso,El Paso,0.016706,0.032,9,30,0.220833,0.4,23,5,0.177273,1.2,23,1,14.492308,39.9,6,37
1/1/2020,2020,1,1,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.024706,0.028,11,26,0.363158,0.6,5,7,0.916667,3.5,2,4,14.929167,26.6,6,25
1/2/2020,2020,1,2,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.008706,0.013,18,12,0.25,0.3,11,3,-0.075,0,1,0,15.954167000000002,25,13,24
1/3/2020,2020,1,3,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.013175999999999998,0.018000000000000002,10,17,0.3,0.4,8,5,-0.029167,0.2,8,0,15.595833,26.5,9,25
1/4/2020,2020,1,4,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.017176,0.027000000000000003,10,25,0.283333,0.5,23,6,0.065217,1,23,1,16.929167,37.2,19,35
1/5/2020,2020,1,5,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.028294,0.037000000000000005,11,34,0.279167,0.5,0,6,1.191667,6.9,11,9,10.940909,24.5,8,23
1/6/2020,2020,1,6,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.019588,0.028,10,26,0.3,0.5,9,6,0.329167,1.5,13,1,19.4875,39,7,37
1/7/2020,2020,1,7,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.018412,0.038,10,35,0.258333,0.6,23,7,-0.004167,0.4,21,0,15.229167000000002,41.5,22,39
1/8/2020,2020,1,8,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.031882,0.038,12,35,0.579167,1,8,11,0.554167,1.9,9,1,20.504167,42.6,1,40
1/9/2020,2020,1,9,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.030647000000000008,0.032,14,30,0.17916700000000002,0.2,0,2,-0.158333,0,2,0,9.991667,16.2,2,15
1/10/2020,2020,1,10,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.02425,0.028,7,26,0.13913,0.2,0,2,-0.317391,-0.1,16,0,7.222727000000001,13,8,12
1/11/2020,2020,1,11,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.013529,0.02,11,19,0.188235,0.2,9,2,-0.266667,0,21,0,7.155,14.4,6,13
1/12/2020,2020,1,12,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.009647,0.018000000000000002,11,17,0.2125,0.3,21,3,-0.058333,0.1,11,0,11.495,19.4,20,18
1/13/2020,2020,1,13,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.0059,0.01,22,9,0.25,0.3,0,3,-0.165217,-0.1,0,0,17.108696,27.8,16,25
1/14/2020,2020,1,14,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.010059,0.015,22,14,0.195833,0.2,0,2,-0.229167,-0.2,0,0,9.3625,16.1,10,15
1/15/2020,2020,1,15,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.012765,0.017,10,16,0.17083299999999998,0.2,0,2,-0.266667,-0.2,8,0,7.383333,11.2,9,10
1/16/2020,2020,1,16,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.010353,0.016,10,15,0.1875,0.2,0,2,-0.1625,0,8,0,12.145833,22.3,9,21
1/17/2020,2020,1,17,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.021824,0.026,19,24,0.2,0.2,0,2,-0.129167,0,9,0,9.4125,13.2,9,12
1/18/2020,2020,1,18,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.017412,0.025,22,23,0.204167,0.3,15,3,-0.186957,-0.1,2,0,9.225,25.3,15,24
1/19/2020,2020,1,19,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.025412,0.038,10,35,0.13333299999999998,0.3,23,3,-0.195833,-0.1,2,0,4.409091,16.1,21,15
1/20/2020,2020,1,20,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.020235,0.038,10,35,0.220833,0.3,0,3,0.004167,0.4,10,0,13.466667,32.2,19,30
1/21/2020,2020,1,21,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.029059,0.033,13,31,0.304167,0.4,0,5,0.729167,2.2,9,3,18.878947,33.1,8,31
1/22/2020,2020,1,22,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.025588,0.029,14,27,0.2,0.2,0,2,0.033333,1,0,1,11.691667,20.2,9,19
1/23/2020,2020,1,23,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.008941,0.016,9,15,0.2,0.3,12,3,-0.3,-0.2,4,0,14.091667,23.6,6,22
1/24/2020,2020,1,24,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.016647,0.029,10,27,0.429167,0.6,7,7,-0.05,0.5,7,0,19.345833,39.1,8,37
1/25/2020,2020,1,25,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.030294,0.034,9,31,0.345833,0.5,0,6,0.12608699999999998,0.7,10,0,16.070833,32.1,7,30
1/26/2020,2020,1,26,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.024588,0.038,10,35,0.225,0.3,12,3,-0.175,-0.1,0,0,11.631818,27.4,7,25
1/27/2020,2020,1,27,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.028471,0.035,19,32,0.216667,0.3,0,3,-0.07619,0.7,14,0,10.475,22.6,13,21
1/28/2020,2020,1,28,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.012059,0.021,7,19,0.211111,0.3,18,3,-0.241667,-0.1,19,0,15.204167000000002,35,17,33
1/29/2020,2020,1,29,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.015471,0.018000000000000002,13,17,0.208333,0.3,0,3,-0.26087,-0.2,11,0,6.934783,10.7,2,9
1/30/2020,2020,1,30,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.010706,0.013,10,12,0.2,0.2,0,2,-0.175,0,13,0,5.866667,10.3,20,9
1/31/2020,2020,1,31,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.009706,0.019,10,18,0.2625,0.5,23,6,-0.195833,0.1,23,0,11.225,25.5,22,24
2/1/2020,2020,2,1,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.020529,0.033,10,31,0.55,0.9,4,10,0.121739,1.9,22,1,19.979167,43.1,8,41
2/2/2020,2020,2,2,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.035529000000000005,0.041,11,38,0.2625,0.4,0,5,0.516667,6.1,14,9,10.281818,23.1,3,22
2/3/2020,2020,2,3,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.034647000000000004,0.035,8,32,0.2,0.2,0,2,-0.083333,0,0,0,8.7625,14.4,17,13
2/4/2020,2020,2,4,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.020294,0.026,8,24,0.1625,0.2,9,2,-0.104167,0,9,0,8.954167,15.4,1,14
2/5/2020,2020,2,5,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.007941,0.012,22,11,0.2,0.2,0,2,-0.141667,0,11,0,8.5625,12,0,11
2/6/2020,2020,2,6,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.015176,0.029,11,27,0.2125,0.3,21,3,-0.045833,0.4,23,0,14.85,38.6,22,36
2/7/2020,2020,2,7,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.017941,0.029,10,27,0.270833,0.4,9,5,2.375,9.8,8,13,25.49,38.5,7,36
2/8/2020,2020,2,8,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.034235,0.043,12,40,0.270833,0.4,1,5,0.359091,2.3,10,3,13.166667000000002,29,0,27
2/9/2020,2020,2,9,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.026882,0.033,9,31,0.1375,0.2,0,2,-0.129167,0,6,0,6.869565,12.7,8,11
2/10/2020,2020,2,10,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.010588,0.016,7,15,0.158333,0.2,10,2,-0.120833,0,20,0,7.36,12.1,5,11
2/11/2020,2020,2,11,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.004,0.005,14,5,0.2,0.2,0,2,-0.133333,0,12,0,5.141667,8.3,6,8
2/12/2020,2020,2,12,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.002353,0.003,15,3,0.266667,0.3,8,3,-0.070833,0,6,0,10.634783,15.3,13,14
2/13/2020,2020,2,13,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.024882,0.029,10,27,0.208333,0.3,0,3,-0.104167,0,2,0,7.033333,19.6,6,18
2/14/2020,2020,2,14,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.019529,0.031,9,29,0.208333,0.3,22,3,-0.029167,0.1,13,0,10.658333,23.3,23,22
2/15/2020,2020,2,15,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.026412,0.032,12,30,0.258333,0.4,0,5,0.130435,1.6,10,1,11.233333,23.7,0,22
2/16/2020,2020,2,16,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.030353,0.035,15,32,0.2,0.2,0,2,-0.1,0,14,0,9.195455,16,19,15
2/17/2020,2020,2,17,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.015294,0.017,10,16,0.2,0.2,0,2,-0.116667,0,8,0,10.3875,21,8,20
2/18/2020,2020,2,18,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.008647,0.015,9,14,0.183333,0.3,21,3,-0.125,0,17,0,12.595833,26.2,17,25
2/19/2020,2020,2,19,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.010176,0.013,8,12,0.204167,0.3,0,3,-0.054167,0,7,0,4.566667,8.1,16,8
2/20/2020,2020,2,20,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.026294,0.031,16,29,0.1875,0.2,0,2,-0.025,0,2,0,4.479167,10.1,8,9
2/21/2020,2020,2,21,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.021765,0.035,10,32,0.158333,0.3,22,3,0.066667,0.2,8,0,7.070833,22,22,21
2/22/2020,2020,2,22,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.034059,0.041,11,38,0.241667,0.3,0,3,0.5565220000000001,2.4,9,3,14.629167,28.8,8,26
2/23/2020,2020,2,23,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.030412,0.034,11,31,0.208333,0.3,21,3,0.066667,0.3,10,0,10.4,15,15,14
2/24/2020,2020,2,24,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.004706,0.011,10,10,0.283333,0.5,22,6,0.041667,0.2,20,0,22.058333,36,19,34
2/25/2020,2020,2,25,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.035294,0.041,11,38,0.375,0.6,1,7,0.13913,0.6,7,0,14.669565,27.9,0,25
2/26/2020,2020,2,26,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.023412,0.032,11,30,0.2,0.2,0,2,0.025,0.1,1,0,7.991667,22.7,20,21
2/27/2020,2020,2,27,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.029294,0.037000000000000005,10,34,0.270833,0.4,7,5,0.1,0.6,7,0,19.3875,39.1,7,37
2/28/2020,2020,2,28,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.023765,0.042,10,39,0.291667,0.6,22,7,0.508333,1.6,1,1,23.908333,51.8,21,48
2/29/2020,2020,2,29,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.043647000000000005,0.048,11,44,0.354167,0.6,0,7,0.308696,2.8,9,3,14.833332999999998,44.4,8,42
3/1/2020,2020,3,1,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.037647,0.044,9,41,0.154167,0.2,0,2,-0.320833,-0.2,6,0,5.936364,8.6,5,8
3/2/2020,2020,3,2,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.028471,0.035,11,32,0.15,0.2,8,2,-0.308333,-0.2,13,0,8.191667,19.4,8,18
3/3/2020,2020,3,3,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.017091,0.02,14,19,0.208333,0.3,9,3,-0.183333,-0.1,6,0,12.225,22.2,7,21
3/4/2020,2020,3,4,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.026588,0.031,15,29,0.120833,0.2,0,2,-0.1625,-0.1,3,0,7.016667,12.1,9,11
3/5/2020,2020,3,5,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.020588,0.039,10,36,0.14166700000000002,0.4,22,5,-0.1875,0,21,0,12.591667,45.3,21,42
3/6/2020,2020,3,6,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.022647,0.043,10,40,0.275,0.5,1,6,-0.179167,0,8,0,15.604167000000002,39.9,1,37
3/7/2020,2020,3,7,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.035471,0.039,12,36,0.245833,0.6,1,7,0.004545,0.7,8,0,12.875,34.5,0,32
3/8/2020,2020,3,8,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.040588,0.045,11,42,0.1,0.1,0,1,0.0375,0.4,10,0,7.25,17.3,7,16
3/9/2020,2020,3,9,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.023176,0.032,9,30,0.154167,0.2,8,2,-0.041667,0,0,0,10.517391,20.4,8,19
3/10/2020,2020,3,10,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.021,0.03,11,28,0.191667,0.3,7,3,-0.058333,0,3,0,13.65,28.1,10,26
3/11/2020,2020,3,11,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.024824,0.03,11,28,0.1625,0.2,0,2,-0.158333,0,12,0,11.329167,26.8,7,25
3/12/2020,2020,3,12,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.023647,0.027000000000000003,9,25,0.104167,0.2,11,2,-0.2125,-0.1,2,0,8.308333,21.9,7,20
3/13/2020,2020,3,13,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.022059,0.025,9,23,0.1,0.1,0,1,-0.245833,-0.2,1,0,8.491667,15.3,8,14
3/14/2020,2020,3,14,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.025471,0.029,9,27,0.1,0.1,0,1,-0.256522,0,23,0,6.675,10.7,6,9
3/15/2020,2020,3,15,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.021941,0.03,10,28,0.104167,0.2,23,2,-0.1125,0,0,0,5.4272730000000005,9.7,19,8
3/16/2020,2020,3,16,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.021235,0.026,9,24,0.204167,0.3,9,3,-0.066667,0,5,0,11.6,21.4,5,20
3/17/2020,2020,3,17,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.019765,0.024,10,22,0.1,0.1,0,1,-0.05,0.2,12,0,7.245833,16.6,7,15
3/18/2020,2020,3,18,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.022353,0.024,10,22,0.125,0.2,15,2,-0.05,0,2,0,6.905,11.5,5,10
3/19/2020,2020,3,19,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.021647,0.027000000000000003,9,25,0.175,0.2,6,2,-0.033333,0,0,0,7.808333,11.8,7,10
3/20/2020,2020,3,20,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.018941,0.026,14,24,0.175,0.2,0,2,-0.095833,0.1,20,0,5.7875,14.6,8,13
3/21/2020,2020,3,21,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.006529,0.008,7,7,0.2125,0.3,20,3,0,0.1,6,0,3.658333,8.1,20,8
3/22/2020,2020,3,22,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.017176,0.019,12,18,0.2,0.2,0,2,-0.120833,-0.1,0,0,5.1,11.5,9,10
3/23/2020,2020,3,23,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.022765,0.025,10,23,0.183333,0.2,0,2,-0.141667,0,9,0,6.65,11,9,10
3/24/2020,2020,3,24,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.018059,0.023,9,21,0.2,0.2,0,2,0.175,2.1,13,3,8.795833,20.5,6,19
3/25/2020,2020,3,25,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.028588,0.038,11,35,0.2,0.2,0,2,-0.166667,0.1,12,0,8.183333,16.7,7,15
3/26/2020,2020,3,26,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.026941000000000003,0.033,9,31,0.2,0.2,0,2,-0.3,-0.2,4,0,6.15,10.4,6,9
3/27/2020,2020,3,27,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.025588,0.031,9,29,0.2,0.2,0,2,-0.247826,-0.1,11,0,6.263636,12.1,7,11
3/28/2020,2020,3,28,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.021824,0.03,15,28,0.1625,0.3,22,3,-0.226087,0,20,0,6.25,9,4,8
3/29/2020,2020,3,29,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.041,0.053,11,49,0.245833,0.3,0,3,0.129167,1,16,1,6.168182,13.9,5,12
3/30/2020,2020,3,30,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.025118,0.031,11,29,0.2,0.2,0,2,-0.008333,0.1,20,0,9.116667,17.9,3,16
3/31/2020,2020,3,31,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.032,0.041,11,38,0.2,0.2,0,2,-0.0125,0.1,20,0,5.420833,12.5,6,11
4/1/2020,2020,4,1,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.046353,0.051,10,47,0.1625,0.2,0,2,0.0875,0.3,14,0,7.879167,24,6,23
4/2/2020,2020,4,2,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.042059,0.044,9,41,0.1,0.1,0,1,0.1,0.3,9,0,7.945833,14.3,7,13
4/3/2020,2020,4,3,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.030824,0.043,7,40,0.166667,0.2,8,2,0,0,0,0,8.541667,14,21,13
4/4/2020,2020,4,4,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.006118,0.009,22,8,0.2,0.2,0,2,-0.022727,0,0,0,5.4625,13.4,0,12
4/5/2020,2020,4,5,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.03,0.041,13,38,0.2,0.2,0,2,-0.2,-0.1,22,0,4.51,10.3,23,9
4/6/2020,2020,4,6,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.021706,0.03,8,28,0.241667,0.3,1,3,-0.166667,-0.1,9,0,10.416667,21.4,9,20
4/7/2020,2020,4,7,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.014882,0.022,11,20,0.2,0.2,0,2,-0.166667,0,20,0,8.533333,15,8,14
4/8/2020,2020,4,8,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.015824,0.026,11,24,0.2,0.2,0,2,-0.1125,0.1,16,0,9.791667,15.1,6,14
4/9/2020,2020,4,9,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.037588,0.056,11,54,0.208333,0.3,16,3,-0.1125,0,14,0,8.616667,14.1,14,13
4/10/2020,2020,4,10,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.031764999999999995,0.039,9,36,0.2,0.2,0,2,-0.195833,-0.1,11,0,5.542105,13.4,1,12
4/11/2020,2020,4,11,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.038294,0.044,11,41,0.2,0.2,0,2,-0.186957,0,9,0,7.533333,16.1,7,15
4/12/2020,2020,4,12,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.032882,0.042,12,39,0.204167,0.3,12,3,-0.2,0,20,0,5.309091,24.3,23,23
4/13/2020,2020,4,13,9525 1/2 Clinton Dr,Texas,Harris,Houston,0.027765,0.034,12,31,0.2,0.2,0,2,-0.1375,-0.1,0,0,3.316667,9,0,8
