Date,Year,Month,Day,Address,State,County,City,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI
1/1/2020,2020,1,1,1100 21st Street,California,Alameda,Oakland,0.011824,0.02,10,19,0.5388890000000001,0.9,6,10,0.031818,0.5,9,0,15.921739,28,21,26
1/2/2020,2020,1,2,1100 21st Street,California,Alameda,Oakland,0.007588,0.017,9,16,0.875,1.7,23,19,0.6681819999999999,1.2,16,1,20.543478,34.2,17,32
1/3/2020,2020,1,3,1100 21st Street,California,Alameda,Oakland,0.005133,0.01,23,9,1.352632,2.1,2,24,0.784211,1.8,9,1,19.3125,27.4,9,25
1/6/2020,2020,1,6,1100 21st Street,California,Alameda,Oakland,0.004846,0.014,11,13,0.505556,0.8,10,9,0.442105,1.4,15,1,23.518182,30.7,17,28
1/7/2020,2020,1,7,1100 21st Street,California,Alameda,Oakland,0.023176,0.03,17,28,0.766667,1.3,7,15,0.590909,1.7,11,1,18.026087,33.8,8,31
1/8/2020,2020,1,8,1100 21st Street,California,Alameda,Oakland,0.026412,0.032,16,30,0.391667,0.8,9,9,0.2,0.8,10,0,14.821739,33.4,9,31
1/9/2020,2020,1,9,1100 21st Street,California,Alameda,Oakland,0.009765,0.023,7,21,0.329167,0.9,23,10,0.061905,0.4,21,0,14.522727,27.9,19,25
1/10/2020,2020,1,10,1100 21st Street,California,Alameda,Oakland,0.020588,0.028,19,26,0.754167,1.1,1,13,0.554545,1.5,9,1,16.917391000000002,26.3,8,25
1/11/2020,2020,1,11,1100 21st Street,California,Alameda,Oakland,0.018294,0.033,10,31,0.2875,0.6,23,7,-0.018182,0.3,23,0,12.908696,29.8,22,27
1/12/2020,2020,1,12,1100 21st Street,California,Alameda,Oakland,0.023412,0.029,11,27,0.5625,0.9,3,10,0.245455,1,10,1,15.860870000000002,27.2,0,25
1/13/2020,2020,1,13,1100 21st Street,California,Alameda,Oakland,0.029824,0.035,20,32,0.333333,0.4,7,5,-0.004545,0.5,10,0,12.843478,24.3,9,23
1/14/2020,2020,1,14,1100 21st Street,California,Alameda,Oakland,0.017294,0.032,8,30,0.25,0.6,23,7,-0.05,0.1,11,0,12.978261,31.4,21,29
1/15/2020,2020,1,15,1100 21st Street,California,Alameda,Oakland,0.022235,0.031,23,29,0.554167,0.8,2,9,0.2,1,10,1,20.4,28.8,8,26
1/16/2020,2020,1,16,1100 21st Street,California,Alameda,Oakland,0.023529,0.03,7,28,0.2875,0.4,20,5,-0.104545,0,0,0,12.443478,23.3,19,22
1/17/2020,2020,1,17,1100 21st Street,California,Alameda,Oakland,0.020059,0.024,13,22,0.4875,0.8,9,9,0.181818,0.9,10,0,20.843478,45.4,8,42
1/18/2020,2020,1,18,1100 21st Street,California,Alameda,Oakland,0.026118,0.029,17,27,0.329167,0.4,0,5,-0.05,0,0,0,6.569564999999999,15.6,0,14
1/19/2020,2020,1,19,1100 21st Street,California,Alameda,Oakland,0.005118,0.012,7,11,0.375,0.5,20,6,0.022727,0.1,8,0,20.126087,30.5,5,28
1/20/2020,2020,1,20,1100 21st Street,California,Alameda,Oakland,0.008765,0.021,23,19,0.5625,0.8,22,9,0.227273,0.5,10,0,23.321739,31.6,19,29
1/21/2020,2020,1,21,1100 21st Street,California,Alameda,Oakland,0.021235,0.025,9,23,0.429167,0.8,0,9,-0.190909,0,5,0,12.369565,25.2,8,24
1/22/2020,2020,1,22,1100 21st Street,California,Alameda,Oakland,0.009429,0.026,10,24,0.447059,0.6,22,7,0.210526,1.1,16,1,20.85,39.7,19,37
1/23/2020,2020,1,23,1100 21st Street,California,Alameda,Oakland,0.006059,0.011,11,10,0.579167,0.7,0,8,0.313636,0.7,12,0,24.226087,33.6,8,31
1/24/2020,2020,1,24,1100 21st Street,California,Alameda,Oakland,0.015529,0.02,11,19,0.629167,0.9,8,10,0.127273,0.7,10,0,18.582609,27.6,8,25
1/25/2020,2020,1,25,1100 21st Street,California,Alameda,Oakland,0.015059,0.019,22,18,0.5,0.6,9,7,-0.022727,0.3,16,0,16.247826,27.7,17,25
1/26/2020,2020,1,26,1100 21st Street,California,Alameda,Oakland,0.024824,0.037000000000000005,9,34,0.354167,0.5,0,6,-0.154545,0,20,0,10.073913,25.8,22,24
1/27/2020,2020,1,27,1100 21st Street,California,Alameda,Oakland,0.022706,0.028,11,26,0.466667,0.5,0,6,0.004545,0.6,8,0,15.791304,26,7,25
1/28/2020,2020,1,28,1100 21st Street,California,Alameda,Oakland,0.017412,0.028,10,26,0.408333,0.5,22,6,-0.113636,0,5,0,16.278260999999997,27.6,23,25
1/29/2020,2020,1,29,1100 21st Street,California,Alameda,Oakland,0.013235,0.021,8,19,0.579167,0.8,6,9,0.138095,1,11,1,18.454545,29.9,18,27
1/30/2020,2020,1,30,1100 21st Street,California,Alameda,Oakland,0.006059,0.015,9,14,0.55,0.7,22,8,0.057142999999999985,0.9,15,0,16.177778,21.6,8,20
1/31/2020,2020,1,31,1100 21st Street,California,Alameda,Oakland,0.006765,0.016,10,15,0.866667,1.3,7,15,0.71,2.3,12,3,21.65,30.5,19,28
2/1/2020,2020,2,1,1100 21st Street,California,Alameda,Oakland,0.013647,0.025,10,23,0.675,0.9,5,10,0.5636359999999999,2.1,12,3,16.643477999999998,25,9,24
2/2/2020,2020,2,2,1100 21st Street,California,Alameda,Oakland,0.035588,0.038,12,35,0.245833,0.5,1,6,0.018182,0.3,12,0,6.256522,20,0,19
2/3/2020,2020,2,3,1100 21st Street,California,Alameda,Oakland,0.031529,0.035,10,32,0.154167,0.2,6,2,0.240909,0.5,21,0,7.9956520000000015,15.3,7,14
2/4/2020,2020,2,4,1100 21st Street,California,Alameda,Oakland,0.015353,0.034,8,31,0.241667,0.7,23,8,0.6090909999999999,1.1,15,1,15.330435,37.3,19,35
2/5/2020,2020,2,5,1100 21st Street,California,Alameda,Oakland,0.009176,0.017,10,16,0.666667,0.9,2,10,0.922727,2.1,13,3,28.069565,37.5,8,35
2/6/2020,2020,2,6,1100 21st Street,California,Alameda,Oakland,0.014118,0.021,10,19,0.808333,1.2,7,14,1.4,3.6,14,4,23.395238,32.8,7,30
2/7/2020,2020,2,7,1100 21st Street,California,Alameda,Oakland,0.016881999999999998,0.024,23,22,0.454167,0.6,11,7,0.8863639999999999,4.5,13,6,21.695652,32.3,19,30
2/8/2020,2020,2,8,1100 21st Street,California,Alameda,Oakland,0.026353,0.031,23,29,0.3,0.4,0,5,0.254545,0.7,13,0,8.578261,20.8,18,19
2/9/2020,2020,2,9,1100 21st Street,California,Alameda,Oakland,0.032294,0.037000000000000005,9,34,0.166667,0.3,0,3,0.286364,0.5,17,0,4.4,10.2,0,9
2/10/2020,2020,2,10,1100 21st Street,California,Alameda,Oakland,0.019059,0.031,9,29,0.3,0.6,23,7,0.761905,1.5,5,1,21.213636,36.4,18,34
2/11/2020,2020,2,11,1100 21st Street,California,Alameda,Oakland,0.016881999999999998,0.033,9,31,0.5125,0.8,1,9,0.818182,2,8,3,23.578261,48,7,45
2/12/2020,2020,2,12,1100 21st Street,California,Alameda,Oakland,0.022235,0.029,12,27,0.65,1,7,11,0.7,1.7,13,1,21.534783,33.9,7,31
2/13/2020,2020,2,13,1100 21st Street,California,Alameda,Oakland,0.036471,0.038,10,35,0.329167,0.4,0,5,0.195455,0.4,5,0,10.704348,27.1,1,25
2/14/2020,2020,2,14,1100 21st Street,California,Alameda,Oakland,0.019706,0.034,9,31,0.304167,0.6,23,7,0.331818,1.5,15,1,12.695652,26.6,21,25
2/15/2020,2020,2,15,1100 21st Street,California,Alameda,Oakland,0.024294,0.035,8,32,0.529167,0.8,1,9,0.390909,0.8,13,0,16.634783,30.1,20,28
2/16/2020,2020,2,16,1100 21st Street,California,Alameda,Oakland,0.027647,0.041,9,38,0.383333,0.5,0,6,0.209091,0.4,14,0,10.586957,23.8,7,22
2/17/2020,2020,2,17,1100 21st Street,California,Alameda,Oakland,0.015882,0.028,10,26,0.508333,0.8,23,9,0.504545,1,23,1,18.934783,29.8,20,27
2/18/2020,2020,2,18,1100 21st Street,California,Alameda,Oakland,0.021647,0.032,11,30,0.825,1.3,5,15,0.795455,1.9,14,1,22.917391,36.2,8,34
2/19/2020,2020,2,19,1100 21st Street,California,Alameda,Oakland,0.019118,0.026,10,24,0.491667,0.6,7,7,0.604545,1.8,14,1,21.3,29.2,7,27
2/20/2020,2020,2,20,1100 21st Street,California,Alameda,Oakland,0.024176,0.037000000000000005,11,34,0.6,0.8,7,9,0.809091,1.5,12,1,22.717391,32.9,7,30
2/21/2020,2020,2,21,1100 21st Street,California,Alameda,Oakland,0.023,0.035,10,32,0.675,1,7,11,1.231818,3.2,9,4,26.295652,41,8,39
2/22/2020,2020,2,22,1100 21st Street,California,Alameda,Oakland,0.039235,0.041,16,38,0.4,0.6,0,7,0.227273,0.6,1,0,8.760869999999999,29.2,2,27
2/23/2020,2020,2,23,1100 21st Street,California,Alameda,Oakland,0.029941,0.039,8,36,0.31666700000000003,0.4,20,5,0.14090899999999998,0.2,8,0,6.578261,14.7,21,13
2/24/2020,2020,2,24,1100 21st Street,California,Alameda,Oakland,0.021294,0.032,9,30,0.475,0.6,8,7,0.495238,1.6,12,1,16.509091,28.9,23,26
2/25/2020,2020,2,25,1100 21st Street,California,Alameda,Oakland,0.019588,0.033,11,31,0.754167,1.2,8,14,0.7,1.4,9,1,24.213043,33.2,8,31
2/26/2020,2020,2,26,1100 21st Street,California,Alameda,Oakland,0.016666999999999998,0.039,12,36,0.9,1.2,7,14,0.961111,1.9,17,1,25.110526,32.2,9,30
2/27/2020,2020,2,27,1100 21st Street,California,Alameda,Oakland,0.010846,0.031,11,29,0.744444,1.1,8,13,0.852632,1.7,17,1,26.49,34.5,19,32
2/28/2020,2020,2,28,1100 21st Street,California,Alameda,Oakland,0.026357,0.029,13,27,0.6,0.7,3,8,0.740909,2.8,12,3,18.521739,29.9,0,27
2/29/2020,2020,2,29,1100 21st Street,California,Alameda,Oakland,0.036647000000000006,0.039,11,36,0.3125,0.4,0,5,0.147368,0.2,7,0,6.0631580000000005,21.2,7,20
3/1/2020,2020,3,1,1100 21st Street,California,Alameda,Oakland,0.037294,0.039,14,36,0.320833,0.4,7,5,0.390909,0.7,22,0,5.834783,19.2,6,18
3/2/2020,2020,3,2,1100 21st Street,California,Alameda,Oakland,0.027706,0.041,8,38,0.308333,0.4,22,5,0.486364,0.9,21,0,6.656522,17,22,16
3/3/2020,2020,3,3,1100 21st Street,California,Alameda,Oakland,0.015647,0.024,9,22,0.533333,0.8,7,9,0.718182,1.6,12,1,18.7,39.7,7,37
3/4/2020,2020,3,4,1100 21st Street,California,Alameda,Oakland,0.027471,0.032,19,30,0.541667,0.7,7,8,0.7136359999999999,1.6,9,1,16.639129999999998,26.1,9,25
3/5/2020,2020,3,5,1100 21st Street,California,Alameda,Oakland,0.033588,0.035,10,32,0.416667,0.5,9,6,0.163636,0.4,10,0,8.173913,19.4,5,18
3/6/2020,2020,3,6,1100 21st Street,California,Alameda,Oakland,0.033765,0.036000000000000004,8,33,0.3375,0.4,0,5,0.190909,0.6,1,0,5.313043,9,7,8
3/7/2020,2020,3,7,1100 21st Street,California,Alameda,Oakland,0.030176,0.036000000000000004,11,33,0.3375,0.4,0,5,0.086364,0.3,13,0,5.278261,7.8,20,7
3/8/2020,2020,3,8,1100 21st Street,California,Alameda,Oakland,0.032294,0.039,11,36,0.425,0.6,7,7,0.118182,0.3,8,0,9.469565,20.7,6,19
3/9/2020,2020,3,9,1100 21st Street,California,Alameda,Oakland,0.025529,0.038,12,35,0.4875,0.6,6,7,0.463636,1,16,1,16.456522,34,6,32
3/10/2020,2020,3,10,1100 21st Street,California,Alameda,Oakland,0.020765,0.031,10,29,0.466667,0.6,0,7,0.6681819999999999,1.4,19,1,16.143477999999998,29.8,18,27
3/11/2020,2020,3,11,1100 21st Street,California,Alameda,Oakland,0.024176,0.033,9,31,0.4875,0.6,6,7,0.495455,2.1,10,3,16.952174,37.7,20,35
3/12/2020,2020,3,12,1100 21st Street,California,Alameda,Oakland,0.019765,0.025,10,23,0.466667,0.5,8,6,0.486364,1.9,14,1,15.83913,25.5,6,24
3/13/2020,2020,3,13,1100 21st Street,California,Alameda,Oakland,0.035353,0.038,11,35,0.429167,0.5,6,6,0.13181800000000002,0.2,7,0,8.730435,23.9,5,22
3/14/2020,2020,3,14,1100 21st Street,California,Alameda,Oakland,0.036294,0.039,23,36,0.4,0.4,0,5,0.095455,0.1,0,0,5.6347830000000005,12.5,0,11
3/15/2020,2020,3,15,1100 21st Street,California,Alameda,Oakland,0.038235000000000005,0.043,7,40,0.333333,0.4,0,5,0.15,0.2,10,0,5.373913,11.4,20,10
3/16/2020,2020,3,16,1100 21st Street,California,Alameda,Oakland,0.033824,0.041,10,38,0.4,0.4,0,5,0.227273,0.5,18,0,6.734783,13.4,21,12
3/17/2020,2020,3,17,1100 21st Street,California,Alameda,Oakland,0.032765,0.038,9,35,0.4,0.4,0,5,0.227273,0.3,0,0,8.504348,21.4,6,20
3/18/2020,2020,3,18,1100 21st Street,California,Alameda,Oakland,0.030235,0.038,10,35,0.420833,0.5,9,6,0.209091,0.4,5,0,8.747826,23.4,7,22
3/19/2020,2020,3,19,1100 21st Street,California,Alameda,Oakland,0.027882,0.037000000000000005,13,34,0.479167,0.6,6,7,0.363636,1.2,12,1,12.634783,25.8,5,24
3/20/2020,2020,3,20,1100 21st Street,California,Alameda,Oakland,0.029176,0.038,13,35,0.508333,0.6,6,7,0.418182,1.5,12,1,14.126087,27.2,6,25
3/21/2020,2020,3,21,1100 21st Street,California,Alameda,Oakland,0.024824,0.04,11,37,0.529167,0.6,3,7,0.222727,0.4,9,0,12.726087,27.7,23,25
3/22/2020,2020,3,22,1100 21st Street,California,Alameda,Oakland,0.029353,0.038,11,35,0.633333,0.9,4,10,0.386364,1.4,9,1,12.804348,26.6,0,25
3/23/2020,2020,3,23,1100 21st Street,California,Alameda,Oakland,0.039059,0.041,9,38,0.4375,0.6,2,7,0.1,0.2,7,0,7.659091,14.9,6,13
3/24/2020,2020,3,24,1100 21st Street,California,Alameda,Oakland,0.036059,0.041,9,38,0.4,0.4,0,5,0.14090899999999998,0.3,8,0,6.304348,21.8,7,20
3/25/2020,2020,3,25,1100 21st Street,California,Alameda,Oakland,0.032765,0.04,10,37,0.470833,0.6,6,7,0.286364,0.7,8,0,8.786957000000001,28,6,26
3/26/2020,2020,3,26,1100 21st Street,California,Alameda,Oakland,0.030706,0.035,11,32,0.475,0.6,6,7,0.427273,0.9,10,0,9.682609,27.7,6,25
3/27/2020,2020,3,27,1100 21st Street,California,Alameda,Oakland,0.044824,0.049,11,45,0.454167,0.6,7,7,0.245455,0.4,6,0,8.2,32.5,6,30
3/28/2020,2020,3,28,1100 21st Street,California,Alameda,Oakland,0.039235,0.046,10,43,0.5,0.5,0,6,0.13181800000000002,0.3,15,0,5.608696,9.7,5,8
3/29/2020,2020,3,29,1100 21st Street,California,Alameda,Oakland,0.037471,0.042,8,39,0.475,0.5,0,6,0.122727,0.3,9,0,4.686957,8.4,16,8
3/30/2020,2020,3,30,1100 21st Street,California,Alameda,Oakland,0.024882,0.033,10,31,0.4,0.4,0,5,0.14090899999999998,0.2,5,0,6.0956519999999985,13,23,12
3/31/2020,2020,3,31,1100 21st Street,California,Alameda,Oakland,0.025,0.033,23,31,0.5,0.5,0,6,0.063636,0.2,0,0,7.595652,19.5,2,18
4/1/2020,2020,4,1,1100 21st Street,California,Alameda,Oakland,0.033412,0.038,7,35,0.4,0.4,0,5,0.286364,0.6,19,0,3.682609,6.7,6,6
4/2/2020,2020,4,2,1100 21st Street,California,Alameda,Oakland,0.024529,0.031,8,29,0.425,0.5,9,6,0.372727,0.7,7,0,7.634783,18.9,23,17
4/3/2020,2020,4,3,1100 21st Street,California,Alameda,Oakland,0.027353,0.032,10,30,0.504167,0.6,4,7,0.354545,0.8,8,0,10.582609,24.6,5,23
4/4/2020,2020,4,4,1100 21st Street,California,Alameda,Oakland,0.028118,0.032,22,30,0.470833,0.5,0,6,0.072727,0.2,0,0,6.165217,13.4,0,12
4/5/2020,2020,4,5,1100 21st Street,California,Alameda,Oakland,0.030412,0.038,13,35,0.416667,0.5,0,6,0.063636,0.2,21,0,3.604348,11,23,10
4/6/2020,2020,4,6,1100 21st Street,California,Alameda,Oakland,0.017235,0.033,9,31,0.583333,0.7,6,8,0.15,0.4,8,0,14.9,27.9,6,25
4/7/2020,2020,4,7,1100 21st Street,California,Alameda,Oakland,0.028941,0.038,12,35,0.454167,0.8,2,9,0.338095,0.7,11,0,11.227273,23.8,5,22
4/8/2020,2020,4,8,1100 21st Street,California,Alameda,Oakland,0.032941000000000005,0.034,11,31,0.233333,0.3,0,3,0.109091,0.4,0,0,6.908696000000001,19.7,0,18
4/9/2020,2020,4,9,1100 21st Street,California,Alameda,Oakland,0.031824,0.033,10,31,0.266667,0.3,8,3,0.172727,0.4,15,0,6.6347830000000005,13.4,21,12
4/10/2020,2020,4,10,1100 21st Street,California,Alameda,Oakland,0.035471,0.036000000000000004,8,33,0.25416700000000003,0.3,7,3,0.15454500000000002,0.3,7,0,4.965217,11.2,6,10
4/11/2020,2020,4,11,1100 21st Street,California,Alameda,Oakland,0.031118,0.036000000000000004,23,33,0.229167,0.3,12,3,0.072727,0.1,0,0,4.278261,10.4,21,9
4/12/2020,2020,4,12,1100 21st Street,California,Alameda,Oakland,0.036471,0.04,21,37,0.25,0.3,12,3,0.122727,0.2,10,0,4.2739129999999985,6.2,17,6
4/13/2020,2020,4,13,1100 21st Street,California,Alameda,Oakland,0.031471,0.041,7,38,0.270833,0.3,0,3,0.195455,0.3,10,0,5.565217,10.4,23,9
4/14/2020,2020,4,14,1100 21st Street,California,Alameda,Oakland,0.029647000000000007,0.042,12,39,0.383333,0.5,5,6,0.418182,0.9,10,0,13.304348,27.8,6,25
4/15/2020,2020,4,15,1100 21st Street,California,Alameda,Oakland,0.029824,0.036000000000000004,10,33,0.4,0.6,7,7,0.336364,1.2,9,1,12.021739,26.1,6,25
4/16/2020,2020,4,16,1100 21st Street,California,Alameda,Oakland,0.026471,0.029,22,27,0.275,0.3,0,3,0.1,0.3,0,0,3.904762,7,6,7
4/17/2020,2020,4,17,1100 21st Street,California,Alameda,Oakland,0.036235,0.038,11,35,0.270833,0.3,0,3,0.14090899999999998,0.2,4,0,4.308696,9.4,6,8
4/18/2020,2020,4,18,1100 21st Street,California,Alameda,Oakland,0.039176,0.043,7,40,0.245833,0.3,0,3,0.163636,0.2,0,0,2.604348,4.1,1,4
4/19/2020,2020,4,19,1100 21st Street,California,Alameda,Oakland,0.039588,0.041,19,38,0.3,0.3,0,3,0.118182,0.2,5,0,3.552174,11.8,5,10
4/20/2020,2020,4,20,1100 21st Street,California,Alameda,Oakland,0.032706,0.037000000000000005,7,34,0.279167,0.3,0,3,0.15454500000000002,0.2,6,0,3.547826,8.1,7,8
4/21/2020,2020,4,21,1100 21st Street,California,Alameda,Oakland,0.029294,0.031,9,29,0.3,0.3,0,3,0.163636,0.3,6,0,6.191304,17.1,5,16
4/22/2020,2020,4,22,1100 21st Street,California,Alameda,Oakland,0.020412,0.03,7,28,0.3,0.3,0,3,0.181818,0.4,10,0,6.4565220000000005,11.3,20,10
4/23/2020,2020,4,23,1100 21st Street,California,Alameda,Oakland,0.022882,0.031,11,29,0.366667,0.4,8,5,0.254545,0.8,16,0,8.869565,22.5,20,21
4/24/2020,2020,4,24,1100 21st Street,California,Alameda,Oakland,0.019941,0.031,9,29,0.433333,0.5,5,6,0.604545,2,14,3,12.626087,20.1,7,19
4/25/2020,2020,4,25,1100 21st Street,California,Alameda,Oakland,0.016412,0.023,10,21,0.4,0.4,0,5,0.363636,1.2,11,1,11.265217,18.5,19,17
4/26/2020,2020,4,26,1100 21st Street,California,Alameda,Oakland,0.029941,0.032,19,30,0.304167,0.4,0,5,0.14090899999999998,0.4,18,0,7.026087,19.5,18,18
4/27/2020,2020,4,27,1100 21st Street,California,Alameda,Oakland,0.018176,0.028,7,26,0.366667,0.4,8,5,0.245455,0.5,8,0,9.486957,25.6,21,24
4/28/2020,2020,4,28,1100 21st Street,California,Alameda,Oakland,0.021647,0.024,21,22,0.4,0.4,0,5,0.181818,0.3,8,0,8.386957,15.3,0,14
4/29/2020,2020,4,29,1100 21st Street,California,Alameda,Oakland,0.016462,0.018000000000000002,11,17,0.333333,0.4,0,5,0.194118,0.5,13,0,5.044444,9.8,20,8
4/30/2020,2020,4,30,1100 21st Street,California,Alameda,Oakland,0.031882,0.036000000000000004,12,33,0.3375,0.4,8,5,0.247619,0.5,20,0,7.395455,24.5,20,23
5/1/2020,2020,5,1,1100 21st Street,California,Alameda,Oakland,0.030529,0.039,9,36,0.35,0.4,0,5,0.222727,0.3,6,0,6.078261,12,5,11
5/2/2020,2020,5,2,1100 21st Street,California,Alameda,Oakland,0.023059,0.032,23,30,0.279167,0.3,0,3,0.081818,0.1,0,0,2.66,5.4,0,5
5/4/2020,2020,5,4,1100 21st Street,California,Alameda,Oakland,0.036765,0.041,14,38,0.3,0.3,0,3,0.3375,0.7,10,0,8.83125,12.1,8,11
5/5/2020,2020,5,5,1100 21st Street,California,Alameda,Oakland,0.027706,0.033,7,31,0.3,0.3,0,3,0.163636,0.3,0,0,7.1,18.8,4,17
5/6/2020,2020,5,6,1100 21st Street,California,Alameda,Oakland,0.027429,0.035,10,32,0.325,0.4,7,5,0.155556,0.4,7,0,9.2,21.7,15,20
5/7/2020,2020,5,7,1100 21st Street,California,Alameda,Oakland,0.027647,0.035,11,32,0.466667,0.6,6,7,0.13181800000000002,0.5,8,0,12.682609,29.7,8,27
5/8/2020,2020,5,8,1100 21st Street,California,Alameda,Oakland,0.030059,0.034,11,31,0.4,0.4,0,5,0.363636,1.6,13,1,10.613043,19.7,9,18
5/9/2020,2020,5,9,1100 21st Street,California,Alameda,Oakland,0.036059,0.037000000000000005,19,34,0.3,0.3,0,3,-0.068182,0,0,0,4.517391,10,0,9
5/10/2020,2020,5,10,1100 21st Street,California,Alameda,Oakland,0.037235,0.041,8,38,0.3,0.3,0,3,-0.131818,-0.1,0,0,2.634783,7.7,6,7
5/11/2020,2020,5,11,1100 21st Street,California,Alameda,Oakland,0.031824,0.039,7,36,0.3,0.3,0,3,-0.059091,0,6,0,7.034783,14.7,2,13
5/12/2020,2020,5,12,1100 21st Street,California,Alameda,Oakland,0.031647,0.035,7,32,0.2875,0.3,0,3,-0.081818,0,10,0,7.978261,16.8,22,15
5/14/2020,2020,5,14,1100 21st Street,California,Alameda,Oakland,0.019824,0.028,7,26,0.044444,0.1,15,1,-0.138095,-0.1,0,0,5.836364,16.7,23,15
5/15/2020,2020,5,15,1100 21st Street,California,Alameda,Oakland,0.025471,0.033,8,31,-0.058333,0,0,0,0.018182,0.4,18,0,12.717391,31.7,18,29
5/16/2020,2020,5,16,1100 21st Street,California,Alameda,Oakland,0.014765,0.022,7,20,-0.1,-0.1,0,0,-0.077273,0,0,0,5.66087,8.8,5,8
5/17/2020,2020,5,17,1100 21st Street,California,Alameda,Oakland,0.033059,0.035,7,32,-0.1,-0.1,0,0,-0.213636,-0.1,12,0,3.7,9.1,1,8
5/18/2020,2020,5,18,1100 21st Street,California,Alameda,Oakland,0.031176,0.036000000000000004,7,33,0.020833,0.2,16,2,-0.095,0,15,0,5.828571,11.7,18,10
5/19/2020,2020,5,19,1100 21st Street,California,Alameda,Oakland,0.030471,0.034,7,31,0.2,0.2,0,2,-0.068182,0.1,7,0,5.604348,9.8,5,8
5/20/2020,2020,5,20,1100 21st Street,California,Alameda,Oakland,0.020882,0.027000000000000003,7,25,0.2,0.2,0,2,-0.045455,0.2,18,0,10.056522,25.6,20,24
5/21/2020,2020,5,21,1100 21st Street,California,Alameda,Oakland,0.024,0.026,19,24,0.225,0.3,12,3,-0.054545,0.2,18,0,8.652174,28.3,18,26
5/22/2020,2020,5,22,1100 21st Street,California,Alameda,Oakland,0.024471,0.033,7,31,0.2,0.2,0,2,0.022727,0.5,18,0,10.004348,28.4,17,26
5/23/2020,2020,5,23,1100 21st Street,California,Alameda,Oakland,0.026529,0.03,9,28,0.258333,0.3,1,3,0,0.2,9,0,8.630435,13.6,5,12
5/24/2020,2020,5,24,1100 21st Street,California,Alameda,Oakland,0.027588,0.032,10,30,0.270833,0.3,7,3,0.072727,0.9,12,0,9.491304,22,4,21
5/25/2020,2020,5,25,1100 21st Street,California,Alameda,Oakland,0.025412,0.036000000000000004,10,33,0.3125,0.4,14,5,0.15,0.9,11,0,8.3,18.3,9,17
5/26/2020,2020,5,26,1100 21st Street,California,Alameda,Oakland,0.021529,0.029,10,27,0.304167,0.4,15,5,0.127273,0.8,11,0,9.969565,17.4,13,16
5/27/2020,2020,5,27,1100 21st Street,California,Alameda,Oakland,0.022882,0.028,10,26,0.3125,0.4,13,5,0.086364,0.5,14,0,10.556522,25,20,24
5/28/2020,2020,5,28,1100 21st Street,California,Alameda,Oakland,0.025882,0.027000000000000003,11,25,0.3,0.3,0,3,-0.066667,0.2,16,0,8.85,19.3,9,18
5/29/2020,2020,5,29,1100 21st Street,California,Alameda,Oakland,0.027529,0.029,8,27,0.283333,0.3,0,3,-0.081818,0,9,0,5.443478,14.4,7,13
5/30/2020,2020,5,30,1100 21st Street,California,Alameda,Oakland,0.027882,0.031,20,29,0.245833,0.3,13,3,-0.086364,0,10,0,4.556522,14.9,19,13
5/31/2020,2020,5,31,1100 21st Street,California,Alameda,Oakland,0.024941,0.028,8,26,0.2875,0.3,0,3,-0.059091,0.1,7,0,7.556522,20.8,21,19
6/1/2020,2020,6,1,1100 21st Street,California,Alameda,Oakland,0.020765,0.026,7,24,0.283333,0.3,0,3,-0.059091,0.1,16,0,8.773913,15,14,14
6/2/2020,2020,6,2,1100 21st Street,California,Alameda,Oakland,0.023529,0.029,11,27,0.3375,0.4,5,5,0.113636,0.5,13,0,13.247826000000002,27.1,13,25
6/3/2020,2020,6,3,1100 21st Street,California,Alameda,Oakland,0.022706,0.026,8,24,0.3625,0.4,5,5,0.077273,0.6,12,0,10.556522,17.8,6,16
6/4/2020,2020,6,4,1100 21st Street,California,Alameda,Oakland,0.030824,0.032,17,30,0.3375,0.4,9,5,0,0.2,13,0,8.782608999999999,16.3,9,15
6/5/2020,2020,6,5,1100 21st Street,California,Alameda,Oakland,0.031706,0.033,20,31,0.2,0.2,0,2,-0.072727,0,8,0,2.9521740000000003,4.9,5,4
6/6/2020,2020,6,6,1100 21st Street,California,Alameda,Oakland,0.030176,0.033,7,31,0.2,0.2,0,2,-0.040909,0,1,0,3.3826089999999995,14.5,21,13
6/7/2020,2020,6,7,1100 21st Street,California,Alameda,Oakland,0.026706,0.031,7,29,0.2,0.2,0,2,0.018182,0.1,5,0,3.36087,18,18,17
6/8/2020,2020,6,8,1100 21st Street,California,Alameda,Oakland,0.020824,0.027000000000000003,8,25,0.204167,0.3,23,3,0.13181800000000002,0.5,7,0,8.221739,19.5,20,18
6/9/2020,2020,6,9,1100 21st Street,California,Alameda,Oakland,0.017294,0.027000000000000003,9,25,0.3375,0.4,5,5,0.277273,1.4,11,1,14.06087,24.9,8,23
6/10/2020,2020,6,10,1100 21st Street,California,Alameda,Oakland,0.012765,0.017,9,16,0.354167,0.4,8,5,0.095455,0.5,10,0,11.06087,19.3,19,18
6/11/2020,2020,6,11,1100 21st Street,California,Alameda,Oakland,0.015824,0.019,20,18,0.320833,0.4,12,5,0.009091,0.3,18,0,8.969565,23.8,18,22
